Set #,Title in NIV,Book,Breaks,Description
1,,1TH,1:1-1,
1,Thanksgiving for the Thessalonians' Faith,1TH,1:2-3,
2,Paul's Ministry in Thesalonica,1TH,2:1-16,
3,Paul's Longing to See the Thessalonians,1TH,2:17-16,
5,Paul's Longing to See the Thessalonians,1TH,3:1-5,
4,Timothy's Encouraging Report,1TH,3:6-10,
5,Living to Please God,1TH,4:1-12,
6,The Coming of the Lord,1TH,4:13-12,
9,The Coming of the Lord,1TH,5:1-11,
7,Final Instructions,1TH,5:12-27,
