Set #,Title in NIV,Book,Breaks,Description
1,,NAM,1:1-1,
1,The Lord's Anger Against Nineveh,NAM,1:2-15,
2,Nineveh to Fall,NAM,2:1-13,
3,Woe to Nineveh,NAM,3:1-19,
