Set #,Title in NIV,Passage,Book,Breaks,Description
,,1,PSA,55:15-15,
278,,,,,
,,1,PSA,55:16-16,
,,2,PSA,55:17-17,
,,3,PSA,55:18-18,
,,4,PSA,55:19-19,
279,,,,,
,,1,PSA,55:20-20,
,,2,PSA,55:21-21,
280,,,,,
,,1,PSA,55:22-22,
,,2,PSA,55:23-23,
281,,,,,
282,,,,,
,,1,PSA,56:1-1,
,,2,PSA,56:2-2,
283,,,,,
,,1,PSA,56:3-3,
,,2,PSA,56:4-4,
284,,,,,
,,1,PSA,56:5-5,
,,2,PSA,56:6-6,
285,,,,,
,,1,PSA,56:7-7,
,,2,PSA,56:8-8,
286,,,,,
,,1,PSA,56:9-9,
,,2,PSA,56:10-10,
,,3,PSA,56:11-11,
287,,,,,
,,1,PSA,56:12-12,
,,2,PSA,56:13-13,
288,,,,,
,,1,PSA,57:1-1,
289,,,,,
,,1,PSA,57:2-2,
,,2,PSA,57:3-3,
290,,,,,
,,1,PSA,57:4-4,
291,,,,,
,,1,PSA,57:5-5,
292,,,,,
,,1,PSA,57:6-6,
293,,,,,
,,1,PSA,57:7-7,
,,2,PSA,57:8-8,
294,,,,,
,,1,PSA,57:9-9,
,,2,PSA,57:10-10,
295,,,,,
,,1,PSA,57:11-11,
296,,,,,
,,1,PSA,58:1-1,
,,2,PSA,58:2-2,
,,3,PSA,58:3-3,
,,4,PSA,58:4-4,
,,5,PSA,58:5-5,
297,,,,,
,,1,PSA,58:6-6,
,,2,PSA,58:7-7,
,,3,PSA,58:8-8,
298,,,,,
,,1,PSA,58:9-9,
,,2,PSA,58:10-10,
,,3,PSA,58:11-11,
299,,,,,
,,1,PSA,59:1-1,
,,2,PSA,59:2-2,
300,,,,,
,,1,PSA,59:3-3,
,,2,PSA,59:4-4,
,,3,PSA,59:5-5,
301,,,,,
,,1,PSA,59:6-6,
,,2,PSA,59:7-7,
,,3,PSA,59:8-8,
302,,,,,
,,1,PSA,59:9-9,
303,,,,,
,,1,PSA,59:11-11,
,,2,PSA,59:12-12,
304,,,,,
,,1,PSA,59:14-14,
,,2,PSA,59:15-15,
,,3,PSA,59:16-16,
305,,,,,
,,1,PSA,59:17-17,
306,,,,,
,,1,PSA,60:1-1,
,,2,PSA,60:2-2,
,,3,PSA,60:3-3,
307,,,,,
,,1,PSA,60:4-4,
308,,,,,
,,1,PSA,60:5-5,
,,2,PSA,60:6-6,
,,3,PSA,60:7-7,
,,4,PSA,60:8-8,
309,,,,,
,,1,PSA,60:9-9,
,,2,PSA,60:10-10,
,,3,PSA,60:11-11,
,,4,PSA,60:12-12,
310,,,,,
,,1,PSA,61:1-1,
311,,,,,
,,1,PSA,61:2-2,
,,2,PSA,61:3-3,
312,,,,,
,,1,PSA,61:4-4,
,,2,PSA,61:5-5,
313,,,,,
,,1,PSA,61:6-6,
,,2,PSA,61:7-7,
314,,,,,
,,1,PSA,61:8-8,
315,,,,,
,,1,PSA,62:1-1,
,,2,PSA,62:2-2,
316,,,,,
,,1,PSA,62:3-3,
,,2,PSA,62:4-4,
317,,,,,
,,1,PSA,62:5-5,
,,2,PSA,62:6-6,
,,3,PSA,62:7-7,
,,4,PSA,62:8-8,
318,,,,,
,,1,PSA,62:9-9,
,,2,PSA,62:10-10,
319,,,,,
,,1,PSA,62:11-11,
320,,,,,
,,1,PSA,63:1-1,
321,,,,,
,,1,PSA,63:2-2,
,,2,PSA,63:3-3,
,,3,PSA,63:4-4,
,,4,PSA,63:5-5,
322,,,,,
,,1,PSA,63:6-6,
,,2,PSA,63:7-7,
,,3,PSA,63:8-8,
323,,,,,
,,1,PSA,63:9-9,
,,2,PSA,63:10-10,
324,,,,,
,,1,PSA,63:11-11,
325,,,,,
,,1,PSA,64:1-1,
,,2,PSA,64:2-2,
326,,,,,
,,1,PSA,64:3-3,
,,2,PSA,64:4-4,
327,,,,,
,,1,PSA,64:5-5,
,,2,PSA,64:6-6,
328,,,,,
,,1,PSA,64:7-7,
,,2,PSA,64:8-8,
329,,,,,
,,1,PSA,64:9-9,
,,2,PSA,64:10-10,
330,,,,,
,,1,PSA,65:1-1,
,,2,PSA,65:2-2,
,,3,PSA,65:3-3,
,,4,PSA,65:4-4,
331,,,,,
,,1,PSA,65:5-5,
,,2,PSA,65:6-6,
,,3,PSA,65:7-7,
,,4,PSA,65:8-8,
332,,,,,
,,1,PSA,65:9-9,
,,2,PSA,65:10-10,
,,3,PSA,65:11-11,
,,4,PSA,65:12-12,
,,5,PSA,65:13-13,
333,,,,,
,,1,PSA,66:1-1,
,,2,PSA,66:3-3,
,,3,PSA,66:4-4,
334,,,,,
,,1,PSA,66:5-5,
,,2,PSA,66:6-6,
,,3,PSA,66:7-7,
335,,,,,
,,1,PSA,66:8-8,
,,2,PSA,66:9-9,
,,3,PSA,66:10-10,
,,4,PSA,66:11-11,
,,5,PSA,66:12-12,
336,,,,,
,,1,PSA,66:13-13,
,,2,PSA,66:14-14,
,,3,PSA,66:15-15,
337,,,,,
,,1,PSA,66:16-16,
,,2,PSA,66:17-17,
,,3,PSA,66:18-18,
,,4,PSA,66:19-19,
,,5,PSA,66:20-20,
338,,,,,
,,1,PSA,67:1-1,
,,2,PSA,67:2-2,
339,,,,,
,,1,PSA,67:3-3,
,,2,PSA,67:4-4,
,,3,PSA,67:5-5,
340,,,,,
,,1,PSA,67:6-6,
,,2,PSA,67:7-7,
341,,,,,
,,1,PSA,68:1-1,
,,2,PSA,68:2-2,
,,3,PSA,68:3-3,
342,,,,,
,,1,PSA,68:4-4,
,,2,PSA,68:5-5,
,,3,PSA,68:6-6,
343,,,,,
,,1,PSA,68:7-7,
,,2,PSA,68:8-8,
,,3,PSA,68:9-9,
,,4,PSA,68:10-10,
344,,,,,
,,1,PSA,68:11-11,
,,2,PSA,68:12-12,
,,3,PSA,68:13-13,
,,4,PSA,68:14-14,
345,,,,,
,,1,PSA,68:15-15,
,,2,PSA,68:16-16,
,,3,PSA,68:17-17,
,,4,PSA,68:18-18,
346,,,,,
,,1,PSA,68:19-19,
,,2,PSA,68:20-20,
347,,,,,
,,1,PSA,68:21-21,
,,2,PSA,68:22-22,
,,3,PSA,68:23-23,
348,,,,,
,,1,PSA,68:24-24,
,,2,PSA,68:25-25,
,,3,PSA,68:26-26,
,,4,PSA,68:27-27,
349,,,,,
,,1,PSA,68:28-28,
,,2,PSA,68:29-29,
,,3,PSA,68:30-30,
,,4,PSA,68:31-31,
350,,,,,
,,1,PSA,68:32-32,
,,2,PSA,68:33-33,
,,3,PSA,68:34-34,
,,4,PSA,68:35-35,
351,,,,,
352,,,,,
,,1,PSA,69:1-1,
,,2,PSA,69:2-2,
,,3,PSA,69:3-3,
,,4,PSA,69:4-4,
353,,,,,
,,1,PSA,69:5-5,
354,,,,,
,,1,PSA,69:6-6,
,,2,PSA,69:7-7,
,,3,PSA,69:8-8,
,,4,PSA,69:9-9,
,,5,PSA,69:10-10,
,,6,PSA,69:11-11,
,,7,PSA,69:12-12,
355,,,,,
,,1,PSA,69:13-13,
,,2,PSA,69:14-14,
,,3,PSA,69:15-15,
,,4,PSA,69:16-16,
,,5,PSA,69:17-17,
,,6,PSA,69:18-18,
356,,,,,
,,1,PSA,69:19-19,
,,2,PSA,69:20-20,
,,3,PSA,69:21-21,
357,,,,,
,,1,PSA,69:22-22,
,,2,PSA,69:23-23,
,,3,PSA,69:24-24,
,,4,PSA,69:25-25,
,,5,PSA,69:26-26,
,,6,PSA,69:27-27,
,,7,PSA,69:28-28,
358,,,,,
,,1,PSA,69:29-29,
359,,,,,
,,1,PSA,69:30-30,
,,2,PSA,69:31-31,
,,3,PSA,69:32-32,
,,4,PSA,69:33-33,
360,,,,,
,,1,PSA,69:34-34,
,,2,PSA,69:35-35,
361,,,,,
,,1,PSA,70:1-1,
,,2,PSA,70:2-2,
,,3,PSA,70:3-3,
,,4,PSA,70:4-4,
362,,,,,
,,1,PSA,70:5-5,
363,,,,,
,,1,PSA,71:1-1,
,,2,PSA,71:2-2,
,,3,PSA,71:3-3,
,,4,PSA,71:4-4,
364,,,,,
,,1,PSA,71:5-5,
,,2,PSA,71:6-6,
,,3,PSA,71:7-7,
,,4,PSA,71:8-8,
365,,,,,
,,1,PSA,71:9-9,
,,2,PSA,71:10-10,
,,3,PSA,71:11-11,
,,4,PSA,71:12-12,
,,5,PSA,71:13-13,
366,,,,,
,,1,PSA,71:14-14,
,,2,PSA,71:15-15,
,,3,PSA,71:16-16,
,,4,PSA,71:17-17,
,,5,PSA,71:18-18,
367,,,,,
,,1,PSA,71:19-19,
,,2,PSA,71:20-20,
,,3,PSA,71:21-21,
368,,,,,
,,1,PSA,71:22-22,
,,2,PSA,71:23-23,
,,3,PSA,71:24-24,
369,,,,,
,,1,PSA,72:1-1,
,,2,PSA,72:2-2,
,,3,PSA,72:3-3,
,,4,PSA,72:4-4,
370,,,,,
,,1,PSA,72:5-5,
,,2,PSA,72:6-6,
,,3,PSA,72:7-7,
371,,,,,
,,1,PSA,72:8-8,
,,2,PSA,72:9-9,
,,3,PSA,72:10-10,
,,4,PSA,72:11-11,
372,,,,,
,,1,PSA,72:12-12,
,,2,PSA,72:13-13,
,,3,PSA,72:14-14,
373,,,,,
,,1,PSA,72:15-15,
,,2,PSA,72:16-16,
,,3,PSA,72:17-17,
374,,,,,
375,,,,,
,,1,PSA,72:18-18,
,,2,PSA,72:19-19,
376,,,,,
,,1,PSA,72:20-20,
377,,,,,
378,,,,,
,,1,PSA,73:1-1,
379,,,,,
,,1,PSA,73:2-2,
,,2,PSA,73:3-3,
380,,,,,
,,1,PSA,73:4-4,
,,2,PSA,73:5-5,
,,3,PSA,73:6-6,
,,4,PSA,73:7-7,
,,5,PSA,73:8-8,
,,6,PSA,73:9-9,
,,7,PSA,73:10-10,
,,8,PSA,73:11-11,
381,,,,,
,,1,PSA,73:12-12,
382,,,,,
,,1,PSA,73:13-13,
,,2,PSA,73:14-14,
383,,,,,
,,1,PSA,73:15-15,
,,2,PSA,73:16-16,
,,3,PSA,73:17-17,
384,,,,,
,,1,PSA,73:18-18,
,,2,PSA,73:19-19,
,,3,PSA,73:20-20,
385,,,,,
,,1,PSA,73:21-21,
,,2,PSA,73:22-22,
386,,,,,
,,1,PSA,73:23-23,
,,2,PSA,73:24-24,
,,3,PSA,73:25-25,
,,4,PSA,73:26-26,
387,,,,,
,,1,PSA,73:27-27,
,,2,PSA,73:28-28,
388,,,,,
,,1,PSA,74:1-1,
,,2,PSA,74:2-2,
,,3,PSA,74:3-3,
389,,,,,
,,1,PSA,74:4-4,
,,2,PSA,74:5-5,
,,3,PSA,74:6-6,
,,4,PSA,74:7-7,
,,5,PSA,74:8-8,
,,6,PSA,74:9-9,
390,,,,,
,,1,PSA,74:10-10,
,,2,PSA,74:11-11,
391,,,,,
,,1,PSA,74:12-12,
,,2,PSA,74:13-13,
,,3,PSA,74:14-14,
,,4,PSA,74:15-15,
,,5,PSA,74:16-16,
,,6,PSA,74:17-17,
392,,,,,
,,1,PSA,74:18-18,
,,2,PSA,74:19-19,
,,3,PSA,74:20-20,
,,4,PSA,74:21-21,
393,,,,,
,,1,PSA,74:22-22,
,,2,PSA,74:23-23,
394,,,,,
,,1,PSA,75:1-1,
395,,,,,
,,1,PSA,75:2-2,
,,2,PSA,75:3-3,
,,3,PSA,75:4-4,
,,4,PSA,75:5-5,
396,,,,,
,,1,PSA,75:6-6,
,,2,PSA,75:7-7,
,,3,PSA,75:8-8,
397,,,,,
,,1,PSA,75:9-9,
,,2,PSA,75:10-10,
398,,,,,
,,1,PSA,76:1-1,
,,2,PSA,76:2-2,
,,3,PSA,76:3-3,
399,,,,,
,,1,PSA,76:4-4,
,,2,PSA,76:5-5,
,,3,PSA,76:6-6,
,,4,PSA,76:7-7,
,,5,PSA,76:8-8,
,,6,PSA,76:9-9,
,,7,PSA,76:10-10,
400,,,,,
,,1,PSA,76:11-11,
,,2,PSA,76:12-12,
401,,,,,
,,1,PSA,77:1-1,
,,2,PSA,77:2-2,
402,,,,,
,,1,PSA,77:3-3,
,,2,PSA,77:4-4,
,,3,PSA,77:5-5,
,,4,PSA,77:6-6,
403,,,,,
,,1,PSA,77:7-7,
,,2,PSA,77:8-8,
,,3,PSA,77:9-9,
404,,,,,
,,1,PSA,77:10-10,
,,2,PSA,77:11-11,
,,3,PSA,77:12-12,
405,,,,,
,,1,PSA,77:13-13,
,,2,PSA,77:14-14,
,,3,PSA,77:15-15,
406,,,,,
,,1,PSA,77:16-16,
,,2,PSA,77:17-17,
,,3,PSA,77:18-18,
,,4,PSA,77:19-19,
407,,,,,
,,1,PSA,77:20-20,
408,,,,,
,,1,PSA,78:1-1,
,,2,PSA,78:2-2,
,,3,PSA,78:3-3,
,,4,PSA,78:4-4,
,,5,PSA,78:5-5,
,,6,PSA,78:6-6,
,,7,PSA,78:7-7,
,,8,PSA,78:8-8,
409,,,,,
,,1,PSA,78:9-9,
,,2,PSA,78:10-10,
,,3,PSA,78:11-11,
,,4,PSA,78:12-12,
,,5,PSA,78:13-13,
,,6,PSA,78:14-14,
,,7,PSA,78:15-15,
,,8,PSA,78:16-16,
410,,,,,
,,1,PSA,78:17-17,
,,2,PSA,78:18-18,
,,3,PSA,78:19-19,
,,4,PSA,78:20-20,
,,5,PSA,78:21-21,
,,6,PSA,78:22-22,
,,7,PSA,78:23-23,
,,8,PSA,78:24-24,
,,9,PSA,78:25-25,
,,10,PSA,78:26-26,
,,11,PSA,78:27-27,
,,12,PSA,78:28-28,
,,13,PSA,78:29-29,
,,14,PSA,78:30-30,
,,15,PSA,78:31-31,
411,,,,,
,,1,PSA,78:32-32,
,,2,PSA,78:33-33,
,,3,PSA,78:34-34,
,,4,PSA,78:35-35,
,,5,PSA,78:36-36,
,,6,PSA,78:37-37,
,,7,PSA,78:38-38,
,,8,PSA,78:39-39,
412,,,,,
,,1,PSA,78:40-40,
,,2,PSA,78:41-41,
,,3,PSA,78:42-42,
,,4,PSA,78:43-43,
,,5,PSA,78:44-44,
,,6,PSA,78:45-45,
,,7,PSA,78:46-46,
,,8,PSA,78:47-47,
,,9,PSA,78:48-48,
,,10,PSA,78:49-49,
,,11,PSA,78:50-50,
,,12,PSA,78:51-51,
,,13,PSA,78:52-52,
,,14,PSA,78:53-53,
,,15,PSA,78:54-54,
,,16,PSA,78:55-55,
413,,,,,
,,1,PSA,78:56-56,
,,2,PSA,78:57-57,
,,3,PSA,78:58-58,
,,4,PSA,78:59-59,
,,5,PSA,78:60-60,
,,6,PSA,78:61-61,
,,7,PSA,78:62-62,
,,8,PSA,78:63-63,
,,9,PSA,78:64-64,
414,,,,,
,,1,PSA,78:65-65,
,,2,PSA,78:66-66,
,,3,PSA,78:67-67,
,,4,PSA,78:68-68,
,,5,PSA,78:69-69,
,,6,PSA,78:70-70,
,,7,PSA,78:71-71,
,,8,PSA,78:72-72,
415,,,,,
,,1,PSA,79:1-1,
,,2,PSA,79:2-2,
,,3,PSA,79:3-3,
,,4,PSA,79:4-4,
416,,,,,
,,1,PSA,79:5-5,
,,2,PSA,79:6-6,
,,3,PSA,79:7-7,
,,4,PSA,79:8-8,
417,,,,,
,,1,PSA,79:9-9,
,,2,PSA,79:10-10,
,,3,PSA,79:11-11,
418,,,,,
,,1,PSA,79:12-12,
,,2,PSA,79:13-13,
419,,,,,
,,1,PSA,80:1-1,
420,,,,,
,,1,PSA,80:3-3,
421,,,,,
,,1,PSA,80:4-4,
,,2,PSA,80:5-5,
,,3,PSA,80:6-6,
422,,,,,
,,1,PSA,80:7-7,
423,,,,,
,,1,PSA,80:8-8,
,,2,PSA,80:9-9,
,,3,PSA,80:10-10,
,,4,PSA,80:11-11,
424,,,,,
,,1,PSA,80:12-12,
,,2,PSA,80:13-13,
,,3,PSA,80:14-14,
425,,,,,
,,1,PSA,80:16-16,
,,2,PSA,80:17-17,
,,3,PSA,80:18-18,
426,,,,,
,,1,PSA,80:19-19,
427,,,,,
,,1,PSA,81:1-1,
,,2,PSA,81:2-2,
428,,,,,
,,1,PSA,81:3-3,
,,2,PSA,81:4-4,
,,3,PSA,81:5-5,
429,,,,,
,,1,PSA,81:6-6,
,,2,PSA,81:7-7,
430,,,,,
,,1,PSA,81:8-8,
,,2,PSA,81:9-9,
,,3,PSA,81:10-10,
431,,,,,
,,1,PSA,81:11-11,
,,2,PSA,81:12-12,
432,,,,,
,,1,PSA,81:13-13,
,,2,PSA,81:14-14,
,,3,PSA,81:15-15,
,,4,PSA,81:16-16,
433,,,,,
,,1,PSA,82:1-1,
434,,,,,
,,1,PSA,82:2-2,
,,2,PSA,82:3-3,
,,3,PSA,82:4-4,
435,,,,,
,,1,PSA,82:5-5,
436,,,,,
,,1,PSA,82:6-6,
,,2,PSA,82:7-7,
437,,,,,
,,1,PSA,82:8-8,
438,,,,,
,,1,PSA,83:1-1,
,,2,PSA,83:2-2,
,,3,PSA,83:3-3,
,,4,PSA,83:4-4,
439,,,,,
,,1,PSA,83:5-5,
,,2,PSA,83:6-6,
,,3,PSA,83:7-7,
,,4,PSA,83:8-8,
440,,,,,
,,1,PSA,83:9-9,
,,2,PSA,83:10-10,
,,3,PSA,83:11-11,
,,4,PSA,83:12-12,
441,,,,,
,,1,PSA,83:13-13,
,,2,PSA,83:14-14,
,,3,PSA,83:15-15,
,,4,PSA,83:16-16,
442,,,,,
,,1,PSA,83:17-17,
,,2,PSA,83:18-18,
443,,,,,
,,1,PSA,84:1-1,
,,2,PSA,84:2-2,
444,,,,,
,,1,PSA,84:3-3,
,,2,PSA,84:4-4,
445,,,,,
,,1,PSA,84:5-5,
,,2,PSA,84:6-6,
,,3,PSA,84:7-7,
446,,,,,
,,1,PSA,84:8-8,
,,2,PSA,84:9-9,
447,,,,,
,,1,PSA,84:10-10,
,,2,PSA,84:11-11,
448,,,,,
,,1,PSA,84:12-12,
449,,,,,
,,1,PSA,85:1-1,
,,2,PSA,85:2-2,
,,3,PSA,85:3-3,
450,,,,,
,,1,PSA,85:4-4,
,,2,PSA,85:5-5,
,,3,PSA,85:6-6,
,,4,PSA,85:7-7,
451,,,,,
,,1,PSA,85:8-8,
,,2,PSA,85:9-9,
452,,,,,
,,1,PSA,85:10-10,
,,2,PSA,85:11-11,
,,3,PSA,85:12-12,
,,4,PSA,85:13-13,
453,,,,,
,,1,PSA,86:1-1,
,,2,PSA,86:2-2,
,,3,PSA,86:3-3,
,,4,PSA,86:4-4,
454,,,,,
,,1,PSA,86:5-5,
,,2,PSA,86:6-6,
,,3,PSA,86:7-7,
455,,,,,
,,1,PSA,86:8-8,
,,2,PSA,86:9-9,
,,3,PSA,86:10-10,
456,,,,,
,,1,PSA,86:11-11,
,,2,PSA,86:12-12,
,,3,PSA,86:13-13,
457,,,,,
,,1,PSA,86:14-14,
,,2,PSA,86:15-15,
,,3,PSA,86:16-16,
,,4,PSA,86:17-17,
458,,,,,
,,1,PSA,87:1-1,
,,2,PSA,87:3-3,
,,3,PSA,87:4-4,
459,,,,,
,,1,PSA,87:5-5,
,,2,PSA,87:6-6,
,,3,PSA,87:7-7,
460,,,,,
,,1,PSA,88:1-1,
,,2,PSA,88:2-2,
461,,,,,
,,1,PSA,88:3-3,
,,2,PSA,88:4-4,
,,3,PSA,88:5-5,
462,,,,,
,,1,PSA,88:6-6,
,,2,PSA,88:7-7,
,,3,PSA,88:8-8,
463,,,,,
,,1,PSA,88:10-10,
,,2,PSA,88:11-11,
,,3,PSA,88:12-12,
464,,,,,
,,1,PSA,88:13-13,
,,2,PSA,88:14-14,
465,,,,,
,,1,PSA,88:15-15,
,,2,PSA,88:16-16,
,,3,PSA,88:17-17,
,,4,PSA,88:18-18,
466,,,,,
,,1,PSA,89:1-1,
,,2,PSA,89:2-2,
467,,,,,
,,1,PSA,89:3-3,
,,2,PSA,89:4-4,
468,,,,,
,,1,PSA,89:5-5,
,,2,PSA,89:6-6,
,,3,PSA,89:7-7,
,,4,PSA,89:8-8,
469,,,,,
,,1,PSA,89:9-9,
,,2,PSA,89:10-10,
,,3,PSA,89:11-11,
,,4,PSA,89:12-12,
,,5,PSA,89:13-13,
470,,,,,
,,1,PSA,89:14-14,
,,2,PSA,89:15-15,
,,3,PSA,89:16-16,
,,4,PSA,89:17-17,
,,5,PSA,89:18-18,
471,,,,,
,,1,PSA,89:19-19,
,,2,PSA,89:20-20,
,,3,PSA,89:21-21,
,,4,PSA,89:22-22,
,,5,PSA,89:23-23,
,,6,PSA,89:24-24,
,,7,PSA,89:25-25,
,,8,PSA,89:26-26,
,,9,PSA,89:27-27,
,,10,PSA,89:28-28,
,,11,PSA,89:29-29,
472,,,,,
,,1,PSA,89:30-30,
,,2,PSA,89:31-31,
,,3,PSA,89:32-32,
,,4,PSA,89:33-33,
,,5,PSA,89:34-34,
,,6,PSA,89:35-35,
,,7,PSA,89:36-36,
,,8,PSA,89:37-37,
473,,,,,
,,1,PSA,89:38-38,
,,2,PSA,89:39-39,
,,3,PSA,89:40-40,
,,4,PSA,89:41-41,
,,5,PSA,89:42-42,
,,6,PSA,89:43-43,
,,7,PSA,89:44-44,
,,8,PSA,89:45-45,
474,,,,,
,,1,PSA,89:46-46,
,,2,PSA,89:47-47,
,,3,PSA,89:48-48,
,,4,PSA,89:49-49,
,,5,PSA,89:50-50,
,,6,PSA,89:51-51,
475,,,,,
,,1,PSA,89:52-52,
476,,,,,
477,,,,,
,,1,PSA,90:1-1,
,,2,PSA,90:2-2,
478,,,,,
,,1,PSA,90:3-3,
,,2,PSA,90:4-4,
,,3,PSA,90:5-5,
,,4,PSA,90:6-6,
479,,,,,
,,1,PSA,90:7-7,
,,2,PSA,90:8-8,
,,3,PSA,90:9-9,
,,4,PSA,90:10-10,
480,,,,,
,,1,PSA,90:11-11,
,,2,PSA,90:12-12,
481,,,,,
,,1,PSA,90:13-13,
,,2,PSA,90:14-14,
,,3,PSA,90:15-15,
,,4,PSA,90:16-16,
482,,,,,
,,1,PSA,90:17-17,
483,,,,,
,,1,PSA,91:1-1,
,,2,PSA,91:2-2,
484,,,,,
,,1,PSA,91:3-3,
,,2,PSA,91:4-4,
,,3,PSA,91:5-5,
,,4,PSA,91:6-6,
,,5,PSA,91:7-7,
,,6,PSA,91:8-8,
485,,,,,
,,1,PSA,91:9-9,
,,2,PSA,91:10-10,
,,3,PSA,91:11-11,
,,4,PSA,91:12-12,
,,5,PSA,91:13-13,
486,,,,,
,,1,PSA,91:14-14,
,,2,PSA,91:15-15,
,,3,PSA,91:16-16,
487,,,,,
,,1,PSA,92:1-1,
,,2,PSA,92:2-2,
,,3,PSA,92:3-3,
488,,,,,
,,1,PSA,92:4-4,
,,2,PSA,92:5-5,
,,3,PSA,92:6-6,
,,4,PSA,92:7-7,
489,,,,,
,,1,PSA,92:8-8,
490,,,,,
,,1,PSA,92:9-9,
,,2,PSA,92:10-10,
,,3,PSA,92:11-11,
491,,,,,
,,1,PSA,92:12-12,
,,2,PSA,92:13-13,
,,3,PSA,92:14-14,
,,4,PSA,92:15-15,
492,,,,,
,,1,PSA,93:1-1,
,,2,PSA,93:2-2,
493,,,,,
,,1,PSA,93:3-3,
,,2,PSA,93:4-4,
494,,,,,
,,1,PSA,93:5-5,
495,,,,,
,,1,PSA,94:1-1,
,,2,PSA,94:2-2,
,,3,PSA,94:3-3,
496,,,,,
,,1,PSA,94:4-4,
,,2,PSA,94:5-5,
,,3,PSA,94:6-6,
,,4,PSA,94:7-7,
497,,,,,
,,1,PSA,94:8-8,
,,2,PSA,94:9-9,
,,3,PSA,94:10-10,
,,4,PSA,94:11-11,
498,,,,,
,,1,PSA,94:12-12,
,,2,PSA,94:13-13,
,,3,PSA,94:14-14,
,,4,PSA,94:15-15,
499,,,,,
,,1,PSA,94:16-16,
,,2,PSA,94:17-17,
,,3,PSA,94:18-18,
,,4,PSA,94:19-19,
500,,,,,
,,1,PSA,94:20-20,
,,2,PSA,94:21-21,
,,3,PSA,94:22-22,
,,4,PSA,94:23-23,
501,,,,,
,,1,PSA,95:1-1,
,,2,PSA,95:2-2,
502,,,,,
,,1,PSA,95:3-3,
,,2,PSA,95:4-4,
,,3,PSA,95:5-5,
503,,,,,
,,1,PSA,95:6-6,
,,2,PSA,95:7-7,
504,,,,,
,,1,PSA,95:9-9,
,,2,PSA,95:10-10,
,,3,PSA,95:11-11,
505,,,,,
,,1,PSA,96:1-1,
,,2,PSA,96:2-2,
,,3,PSA,96:3-3,
506,,,,,
,,1,PSA,96:4-4,
,,2,PSA,96:5-5,
,,3,PSA,96:6-6,
507,,,,,
,,1,PSA,96:7-7,
,,2,PSA,96:8-8,
,,3,PSA,96:9-9,
508,,,,,
,,1,PSA,96:10-10,
,,2,PSA,96:11-11,
509,,,,,
,,1,PSA,97:1-1,
510,,,,,
,,1,PSA,97:2-2,
,,2,PSA,97:3-3,
,,3,PSA,97:4-4,
,,4,PSA,97:5-5,
,,5,PSA,97:6-6,
511,,,,,
,,1,PSA,97:7-7,
512,,,,,
,,1,PSA,97:8-8,
,,2,PSA,97:9-9,
513,,,,,
,,1,PSA,97:10-10,
,,2,PSA,97:11-11,
,,3,PSA,97:12-12,
514,,,,,
,,1,PSA,98:1-1,
,,2,PSA,98:2-2,
,,3,PSA,98:3-3,
515,,,,,
,,1,PSA,98:4-4,
,,2,PSA,98:5-5,
,,3,PSA,98:6-6,
516,,,,,
,,1,PSA,98:7-7,
,,2,PSA,98:8-8,
,,3,PSA,98:9-9,
517,,,,,
,,1,PSA,99:1-1,
,,2,PSA,99:2-2,
,,3,PSA,99:3-3,
518,,,,,
,,1,PSA,99:4-4,
,,2,PSA,99:5-5,
519,,,,,
,,1,PSA,99:6-6,
,,2,PSA,99:7-7,
520,,,,,
,,1,PSA,99:8-8,
,,2,PSA,99:9-9,
521,,,,,
,,1,PSA,100:1-1,
,,2,PSA,100:3-3,
522,,,,,
,,1,PSA,100:4-4,
,,2,PSA,100:5-5,
523,,,,,
,,1,PSA,101:1-1,
,,2,PSA,101:2-2,
524,,,,,
,,1,PSA,101:3-3,
525,,,,,
,,1,PSA,101:4-4,
526,,,,,
,,1,PSA,101:5-5,
527,,,,,
,,1,PSA,101:6-6,
528,,,,,
,,1,PSA,101:7-7,
529,,,,,
,,1,PSA,101:8-8,
530,,,,,
,,1,PSA,102:1-1,
,,2,PSA,102:2-2,
531,,,,,
,,1,PSA,102:3-3,
,,2,PSA,102:4-4,
,,3,PSA,102:5-5,
,,4,PSA,102:6-6,
,,5,PSA,102:7-7,
,,6,PSA,102:8-8,
,,7,PSA,102:9-9,
,,8,PSA,102:10-10,
,,9,PSA,102:11-11,
532,,,,,
,,1,PSA,102:12-12,
,,2,PSA,102:13-13,
,,3,PSA,102:14-14,
,,4,PSA,102:15-15,
,,5,PSA,102:16-16,
,,6,PSA,102:17-17,
533,,,,,
,,1,PSA,102:18-18,
,,2,PSA,102:19-19,
,,3,PSA,102:20-20,
,,4,PSA,102:21-21,
,,5,PSA,102:22-22,
534,,,,,
,,1,PSA,102:23-23,
,,2,PSA,102:24-24,
,,3,PSA,102:25-25,
,,4,PSA,102:26-26,
,,5,PSA,102:27-27,
,,6,PSA,102:28-28,
535,,,,,
,,1,PSA,103:1-1,
,,2,PSA,103:2-2,
,,3,PSA,103:3-3,
,,4,PSA,103:4-4,
,,5,PSA,103:5-5,
536,,,,,
,,1,PSA,103:6-6,
537,,,,,
,,1,PSA,103:7-7,
,,2,PSA,103:8-8,
,,3,PSA,103:9-9,
,,4,PSA,103:10-10,
,,5,PSA,103:11-11,
,,6,PSA,103:12-12,
,,7,PSA,103:13-13,
,,8,PSA,103:14-14,
,,9,PSA,103:15-15,
,,10,PSA,103:16-16,
,,11,PSA,103:17-17,
,,12,PSA,103:18-18,
538,,,,,
,,1,PSA,103:19-19,
539,,,,,
