Set #,Title in NIV,Book,Breaks,Description
1,,2PE,1:1-2,
1,Making One's Calling and Election Sure,2PE,1:3-11,
2,Prophecy of Scripture,2PE,1:12-18,
3,False Teachers and Their Destruction,2PE,2:1-16,
4,The Day of the Lord,2PE,3:1-16,
