Set #,Title in NIV,Book,Breaks,Description
1,,HAB,1:1-1,
1,Habakkuk's Complaint,HAB,1:2-4,
2,The Lord's Answer,HAB,1:5-11,
3,Habakkuk's Second Complaint,HAB,1:12-17,
5,Habakkuk's Second Complaint,HAB,2:1-1,
4,The Lord's Answer,HAB,2:2-20,
5,Habakkuk's Prayer,HAB,3:1-19,
