Set #,Title in NIV,Passage,Book,Breaks,Description
,,1,PHM,1:1-1,
,,2,PHM,1:2-2,
,,3,PHM,1:3-3,
1,Thanksgiving and Prayer,,,,
,,1,PHM,1:4-7,
2,Paul's Plea for Onesimus,,,,
,,1,PHM,1:8-11,
,,2,PHM,1:12-16,
,,3,PHM,1:17-21,
,,4,PHM,1:22-22,
,,5,PHM,1:23-24,
,,6,PHM,1:25-25,
