Set #,Title in NIV,Book,Breaks,Description
1,,2TI,1:1-2,
1,Encouragement to Be Faithful,2TI,1:3-15,
3,Encouragement to Be Faithful,2TI,2:1-13,
2,A Workman Approved by God,2TI,2:14-21,
3,Godlessness in the Last Days,2TI,3:1-9,
4,Paul's Charge to Timothy,2TI,3:10-9,
7,Paul's Charge to Timothy,2TI,4:1-8,
5,Personal Remarks,2TI,4:9-18,
6,Final Greetings,2TI,4:19-21,
