Set #,Title in NIV,Book,Breaks,Description
1,,JOL,1:1-1,
1,An Invasion of Locusts,JOL,1:2-12,
2,A Call to Repentance,JOL,1:13-20,
3,An Army of Locusts,JOL,2:1-11,
4,Rend Your Heart,JOL,2:12-17,
5,The Lord's Answer,JOL,2:18-27,
6,The Day of the Lord,JOL,2:28-32,
7,The Nations Judged,JOL,3:1-16,
8,Blessings for God's People,JOL,3:17-21,
