Set #,Title in NIV,Passage,Book,Breaks,Description
11,Solomon Builds the Temple,,,,
,,1,1KI,6:1-1,
,,2,1KI,6:2-6,
,,3,1KI,6:7-7,
,,4,1KI,6:8-10,
,,5,1KI,6:11-13,
,,6,1KI,6:14-18,
,,7,1KI,6:19-22,
,,8,1KI,6:23-28,
,,9,1KI,6:29-30,
,,10,1KI,6:31-35,
,,11,1KI,6:36-36,
,,12,1KI,6:37-38,
12,Solomon Builds His Palace,,,,
,,1,1KI,7:1-5,
,,2,1KI,7:6-6,
,,3,1KI,7:7-8,
,,4,1KI,7:9-12,
13,The Temple's Furnishings,,,,
,,1,1KI,7:13-14,
,,2,1KI,7:15-22,
,,3,1KI,7:23-24,
,,4,1KI,7:25-26,
,,5,1KI,7:27-33,
,,6,1KI,7:34-37,
,,7,1KI,7:38-40,
,,9,1KI,7:41-41,
,,12,1KI,7:42-42,
,,13,1KI,7:43-43,
,,14,1KI,7:44-44,
,,15,1KI,7:45-45,
,,16,1KI,7:46-47,
,,17,1KI,7:48-48,
,,20,1KI,7:49-49,
,,22,1KI,7:50-50,
,,24,1KI,7:51-51,
14,The Ark Brought to the Temple,,,,
,,1,1KI,8:1-2,
,,2,1KI,8:3-5,
,,3,1KI,8:6-9,
,,4,1KI,8:10-11,
,,5,1KI,8:12-13,
,,6,1KI,8:14-15,
,,7,1KI,8:16-16,
,,8,1KI,8:17-19,
,,9,1KI,8:20-21,
15,Solomon's Prayer of Dedication,,,,
,,1,1KI,8:22-23,
,,2,1KI,8:24-24,
,,3,1KI,8:25-26,
,,4,1KI,8:27-30,
,,5,1KI,8:31-32,
,,6,1KI,8:33-34,
,,7,1KI,8:35-36,
,,8,1KI,8:37-40,
,,9,1KI,8:41-43,
,,10,1KI,8:44-45,
,,11,1KI,8:46-51,
,,12,1KI,8:52-53,
,,13,1KI,8:54-55,
,,14,1KI,8:56-61,
16,The Dedication of the Temple,,,,
,,1,1KI,8:62-63,
,,2,1KI,8:64-64,
,,3,1KI,8:65-66,
17,The Lord Appears to Solomon,,,,
,,1,1KI,9:1-3,
,,3,1KI,9:4-5,
,,4,1KI,9:6-9,
18,Solomon's Other Activities,,,,
,,1,1KI,9:10-14,
,,2,1KI,9:15-19,
,,3,1KI,9:20-23,
,,4,1KI,9:24-24,
,,5,1KI,9:25-25,
,,6,1KI,9:26-28,
19,The Queen of Sheba Visits Solomon,,,,
,,1,1KI,10:1-5,
,,2,1KI,10:6-9,
,,3,1KI,10:10-10,
,,4,1KI,10:11-12,
,,5,1KI,10:13-13,
20,Solomon's Splendor,,,,
,,1,1KI,10:14-15,
,,2,1KI,10:16-17,
,,3,1KI,10:18-22,
,,4,1KI,10:23-25,
,,5,1KI,10:26-29,
21,Solomon's Wives,,,,
,,1,1KI,11:1-6,
,,2,1KI,11:7-8,
,,3,1KI,11:9-13,
22,Solomon's Adversaries,,,,
,,1,1KI,11:14-18,
,,2,1KI,11:19-20,
,,3,1KI,11:21-21,
,,4,1KI,11:22-22,
,,6,1KI,11:23-25,
23,Jeroboam Rebels Against Solomon,,,,
,,1,1KI,11:26-26,
,,2,1KI,11:27-28,
,,3,1KI,11:29-33,
,,4,1KI,11:34-39,
,,5,1KI,11:40-40,
24,Solomon's Death,,,,
,,1,1KI,11:41-43,
25,Israel Rebels Against Rehoboam,,,,
,,1,1KI,12:1-4,
,,2,1KI,12:5-5,
,,3,1KI,12:6-6,
,,4,1KI,12:7-7,
,,5,1KI,12:8-9,
,,6,1KI,12:10-11,
,,7,1KI,12:12-15,
,,8,1KI,12:16-16,
,,9,1KI,12:18-19,
,,10,1KI,12:20-20,
,,11,1KI,12:21-21,
,,12,1KI,12:22-24,
26,Golden Calves at Bethel and Dan,,,,
,,1,1KI,12:25-25,
,,2,1KI,12:26-27,
,,3,1KI,12:28-30,
,,4,1KI,12:31-33,
27,The Man of God From Judah,,,,
,,1,1KI,13:1-3,
,,2,1KI,13:4-5,
,,3,1KI,13:6-6,
,,4,1KI,13:7-7,
,,5,1KI,13:8-10,
,,6,1KI,13:11-14,
,,8,1KI,13:15-15,
,,9,1KI,13:16-17,
,,10,1KI,13:18-19,
,,11,1KI,13:20-22,
,,12,1KI,13:23-25,
,,13,1KI,13:26-26,
,,14,1KI,13:27-30,
,,15,1KI,13:31-32,
,,16,1KI,13:33-34,
28,Ahijah's Prophecy Against Jeroboam,,,,
,,1,1KI,14:1-4,
,,2,1KI,14:5-5,
,,3,1KI,14:6-9,
,,4,1KI,14:10-11,
,,5,1KI,14:12-13,
,,6,1KI,14:14-16,
,,7,1KI,14:17-18,
,,8,1KI,14:19-20,
29,Rehoboam King of Judah,,,,
,,1,1KI,14:21-21,
,,2,1KI,14:22-24,
,,3,1KI,14:25-28,
,,4,1KI,14:29-31,
30,Abijah King of Judah,,,,
,,1,1KI,15:1-2,
,,2,1KI,15:3-5,
,,3,1KI,15:6-8,
31,Asa King of Judah,,,,
,,1,1KI,15:9-10,
,,2,1KI,15:11-15,
,,3,1KI,15:16-17,
,,4,1KI,15:18-19,
,,5,1KI,15:20-22,
,,6,1KI,15:23-24,
32,Nadab King of Israel,,,,
,,1,1KI,15:25-26,
,,2,1KI,15:27-28,
,,3,1KI,15:29-30,
,,4,1KI,15:31-32,
33,Baasha King of Israel,,,,
,,1,1KI,15:33-34,
,,2,1KI,16:1-4,
,,3,1KI,16:5-6,
,,4,1KI,16:7-7,
34,Elah King of Israel,,,,
,,1,1KI,16:8-8,
,,2,1KI,16:9-10,
,,3,1KI,16:11-13,
,,4,1KI,16:14-14,
35,Zimri King of Israel,,,,
,,1,1KI,16:15-19,
,,2,1KI,16:20-20,
36,Omri King of Israel,,,,
,,1,1KI,16:21-22,
,,2,1KI,16:23-24,
,,3,1KI,16:25-26,
,,4,1KI,16:27-28,
37,Ahab Becomes King of Israel,,,,
,,1,1KI,16:29-33,
,,2,1KI,16:34-34,
38,Elijah Fed by Ravens,,,,
,,1,1KI,17:1-1,
,,2,1KI,17:2-4,
,,3,1KI,17:5-6,
39,The Widow at Zarephath,,,,
,,1,1KI,17:7-11,
,,2,1KI,17:12-12,
,,3,1KI,17:13-14,
,,4,1KI,17:15-16,
,,5,1KI,17:17-18,
,,6,1KI,17:19-21,
,,7,1KI,17:22-23,
,,8,1KI,17:24-24,
40,Elijah and Obadiah,,,,
,,1,1KI,18:1-2,
,,2,1KI,18:3-6,
,,3,1KI,18:7-7,
,,4,1KI,18:8-8,
,,5,1KI,18:9-14,
,,6,1KI,18:15-15,
41,Elijah on Mount Carmel,,,,
,,1,1KI,18:16-17,
,,2,1KI,18:18-19,
,,3,1KI,18:20-21,
,,5,1KI,18:22-24,
,,7,1KI,18:25-26,
,,9,1KI,18:27-29,
,,10,1KI,18:30-33,
,,11,1KI,18:34-34,
,,12,1KI,18:35-35,
,,13,1KI,18:36-37,
,,14,1KI,18:38-38,
,,15,1KI,18:39-39,
,,16,1KI,18:40-40,
,,17,1KI,18:41-42,
,,18,1KI,18:43-43,
,,21,1KI,18:44-44,
,,23,1KI,18:45-46,
42,Elijah Flees to Horeb,,,,
,,1,1KI,19:1-2,
,,2,1KI,19:3-5,
,,3,1KI,19:6-6,
,,4,1KI,19:7-9,
43,The Lord Appears to Elijah,,,,
,,2,1KI,19:10-10,
,,3,1KI,19:11-11,
,,4,1KI,19:12-13,
,,6,1KI,19:14-14,
,,7,1KI,19:15-18,
44,The Call of Elisha,,,,
,,1,1KI,19:19-20,
,,3,1KI,19:21-21,
45,Ben-Hadad Attacks Samaria,,,,
,,1,1KI,20:1-3,
,,2,1KI,20:4-4,
,,3,1KI,20:5-6,
,,4,1KI,20:7-7,
,,5,1KI,20:8-8,
,,6,1KI,20:9-9,
,,7,1KI,20:10-10,
,,8,1KI,20:11-11,
,,9,1KI,20:12-12,
46,Ahab Defeats Ben-Hadad,,,,
,,1,1KI,20:13-13,
,,2,1KI,20:14-14,
,,6,1KI,20:15-17,
,,8,1KI,20:18-18,
,,9,1KI,20:19-21,
,,10,1KI,20:22-22,
,,11,1KI,20:23-25,
,,12,1KI,20:26-27,
,,13,1KI,20:28-28,
,,14,1KI,20:29-30,
,,15,1KI,20:31-31,
,,16,1KI,20:32-32,
,,18,1KI,20:33-33,
,,20,1KI,20:34-34,
47,A Prophet Condemns Ahab,,,,
,,1,1KI,20:35-35,
,,2,1KI,20:36-36,
,,3,1KI,20:37-40,
,,5,1KI,20:41-43,
48,Naboth's Vineyard,,,,
,,1,1KI,21:1-2,
,,2,1KI,21:3-3,
,,3,1KI,21:4-4,
,,4,1KI,21:5-5,
,,5,1KI,21:6-6,
,,6,1KI,21:7-7,
,,7,1KI,21:8-9,
,,8,1KI,21:10-10,
,,9,1KI,21:11-14,
,,10,1KI,21:15-16,
,,11,1KI,21:17-19,
,,12,1KI,21:20-20,
,,13,1KI,21:21-22,
,,14,1KI,21:23-23,
,,15,1KI,21:24-24,
,,16,1KI,21:25-26,
,,17,1KI,21:27-27,
,,18,1KI,21:28-29,
49,Micaiah Prophesies Against Ahab,,,,
,,1,1KI,22:1-3,
,,2,1KI,22:4-4,
,,3,1KI,22:5-5,
,,4,1KI,22:6-6,
,,6,1KI,22:7-7,
,,7,1KI,22:8-8,
,,9,1KI,22:9-9,
,,10,1KI,22:10-11,
,,11,1KI,22:12-12,
,,12,1KI,22:13-13,
,,13,1KI,22:14-14,
,,14,1KI,22:15-15,
,,16,1KI,22:16-16,
,,17,1KI,22:17-17,
,,18,1KI,22:18-18,
,,19,1KI,22:19-20,
,,20,1KI,22:21-21,
,,21,1KI,22:22-22,
,,24,1KI,22:23-23,
,,25,1KI,22:24-24,
,,26,1KI,22:25-25,
,,27,1KI,22:26-27,
,,28,1KI,22:28-28,
50,Ahab Killed at Ramoth Gilead,,,,
,,1,1KI,22:29-30,
,,2,1KI,22:31-33,
,,3,1KI,22:34-36,
,,4,1KI,22:37-38,
,,5,1KI,22:39-40,
51,Jehoshaphat King of Judah,,,,
,,1,1KI,22:41-44,
,,2,1KI,22:45-47,
,,3,1KI,22:48-49,
,,4,1KI,22:50-50,
52,Ahaziah King of Israel,,,,
,,1,1KI,22:51-53,
