Set #,Title in NIV,Passage,Book,Breaks,Description
,,1,NAM,1:1-1,
1,The Lord's Anger Against Nineveh,,,,
,,1,NAM,1:12-12,
2,Nineveh to Fall,,,,
3,Woe to Nineveh,,,,
