Set #,Title in NIV,Book,Breaks,Description
1,The Word of Life,1JN,1:1-4,
2,Walking in the light,1JN,1:5-7,
3,Walking in the light,1JN,2:1-14,
3,Do Not Love the World,1JN,2:15-17,
4,Warning Against Antichrists,1JN,2:18-27,
5,Children of God,1JN,2:28-28,
7,Children of God,1JN,3:1-10,
6,Love one another,1JN,3:11-20,
7,Test the Spirits,1JN,4:1-6,
8,God's Love and Ours,1JN,4:7-18,
9,Faith in the Son of God,1JN,5:1-12,
10,Concluding Remarks,1JN,5:13-20,
