Set #,Title in NIV,Passage,Book,Breaks,Description
12,The Plague of Blood,,,,
,,1,EXO,7:14-18,
,,2,EXO,7:19-19,
,,3,EXO,7:20-21,
,,4,EXO,7:22-24,
13,The Plague of Frogs,,,,
,,1,EXO,7:25-25,
,,2,EXO,8:1-4,
,,3,EXO,8:5-5,
,,4,EXO,8:6-7,
,,5,EXO,8:8-8,
,,6,EXO,8:9-9,
,,7,EXO,8:10-10,
,,8,EXO,8:11-11,
,,9,EXO,8:12-15,
14,The Plague of Gnats,,,,
,,1,EXO,8:16-18,
,,2,EXO,8:19-19,
15,The Plague of Flies,,,,
,,1,EXO,8:20-21,
,,2,EXO,8:22-23,
,,3,EXO,8:24-24,
,,4,EXO,8:25-25,
,,5,EXO,8:26-27,
,,6,EXO,8:28-28,
,,7,EXO,8:29-29,
,,8,EXO,8:30-32,
16,The Plague on Livestock,,,,
,,1,EXO,9:1-4,
,,2,EXO,9:5-7,
17,The Plague of Boils,,,,
,,1,EXO,9:8-9,
,,2,EXO,9:10-12,
18,The Plague of Hail,,,,
,,1,EXO,9:13-19,
,,2,EXO,9:20-21,
,,3,EXO,9:22-26,
,,4,EXO,9:27-28,
,,5,EXO,9:29-30,
,,6,EXO,9:31-32,
,,7,EXO,9:33-35,
19,The Plague of Locusts,,,,
,,1,EXO,10:1-2,
,,2,EXO,10:3-6,
,,3,EXO,10:7-7,
,,4,EXO,10:8-8,
,,5,EXO,10:9-9,
,,6,EXO,10:10-11,
,,7,EXO,10:12-12,
,,8,EXO,10:13-15,
,,9,EXO,10:16-17,
,,10,EXO,10:18-20,
20,The Plague of Darkness,,,,
,,1,EXO,10:21-23,
,,2,EXO,10:24-24,
,,3,EXO,10:25-26,
,,4,EXO,10:27-28,
,,5,EXO,10:29-29,
21,The Plague on the Firstborn,,,,
,,1,EXO,11:1-3,
,,2,EXO,11:4-8,
,,3,EXO,11:9-10,
22,The Passover,,,,
,,1,EXO,12:1-11,
,,2,EXO,12:12-13,
,,3,EXO,12:14-16,
,,4,EXO,12:17-20,
,,5,EXO,12:21-23,
,,6,EXO,12:24-28,
,,7,EXO,12:29-30,
23,The Exodus,,,,
,,1,EXO,12:31-32,
,,2,EXO,12:33-36,
,,3,EXO,12:37-39,
,,4,EXO,12:40-42,
24,Passover Restrictions,,,,
,,1,EXO,12:43-43,
,,2,EXO,12:44-45,
,,3,EXO,12:46-47,
,,4,EXO,12:48-49,
,,5,EXO,12:50-51,
25,Consecration of the Firstborn,,,,
,,1,EXO,13:1-2,
,,2,EXO,13:3-10,
,,3,EXO,13:11-13,
,,4,EXO,13:14-16,
26,Crossing the Sea,,,,
,,1,EXO,13:17-18,
,,2,EXO,13:19-19,
,,3,EXO,13:20-22,
,,4,EXO,14:1-4,
,,5,EXO,14:5-9,
,,6,EXO,14:10-12,
,,7,EXO,14:13-14,
,,8,EXO,14:15-18,
,,9,EXO,14:19-20,
,,10,EXO,14:21-22,
,,11,EXO,14:23-25,
,,12,EXO,14:26-28,
,,13,EXO,14:29-31,
27,The Song of Moses and Miriam,,,,
,,1,EXO,15:1-1,
,,2,EXO,15:19-21,
28,The Waters of Marah and Elim,,,,
,,1,EXO,15:22-24,
,,2,EXO,15:25-25,
,,3,EXO,15:26-26,
,,4,EXO,15:27-27,
29,Manna and Quail,,,,
,,1,EXO,16:1-3,
,,2,EXO,16:4-5,
,,3,EXO,16:6-8,
,,4,EXO,16:9-9,
,,5,EXO,16:10-10,
,,6,EXO,16:11-12,
,,7,EXO,16:13-15,
,,8,EXO,16:16-16,
,,9,EXO,16:17-18,
,,10,EXO,16:19-19,
,,11,EXO,16:20-20,
,,12,EXO,16:21-23,
,,13,EXO,16:24-26,
,,14,EXO,16:27-30,
,,15,EXO,16:31-32,
,,16,EXO,16:33-33,
,,17,EXO,16:34-35,
,,18,EXO,16:36-36,
30,Water From the Rock,,,,
,,1,EXO,17:1-2,
,,3,EXO,17:3-3,
,,4,EXO,17:4-4,
,,5,EXO,17:5-7,
31,The Amalekites Defeated,,,,
,,1,EXO,17:8-9,
,,2,EXO,17:10-13,
,,3,EXO,17:14-14,
,,4,EXO,17:15-16,
32,Jethro Visits Moses,,,,
,,1,EXO,18:1-1,
,,2,EXO,18:2-4,
,,3,EXO,18:5-6,
,,4,EXO,18:7-8,
,,5,EXO,18:9-12,
,,6,EXO,18:13-14,
,,7,EXO,18:15-16,
,,8,EXO,18:17-23,
,,9,EXO,18:24-26,
,,10,EXO,18:27-27,
33,At Mount Sinai,,,,
,,1,EXO,19:1-2,
,,2,EXO,19:3-6,
,,3,EXO,19:7-8,
,,4,EXO,19:9-9,
,,5,EXO,19:10-13,
,,6,EXO,19:14-15,
,,7,EXO,19:16-19,
,,8,EXO,19:20-22,
,,9,EXO,19:23-23,
,,10,EXO,19:24-24,
,,11,EXO,19:25-25,
34,The Ten Commandments,,,,
,,1,EXO,20:1-1,
,,2,EXO,20:3-3,
,,3,EXO,20:4-6,
,,4,EXO,20:7-7,
,,5,EXO,20:8-11,
,,6,EXO,20:12-12,
,,7,EXO,20:13-13,
,,8,EXO,20:14-14,
,,9,EXO,20:15-15,
,,10,EXO,20:16-16,
,,11,EXO,20:17-17,
,,12,EXO,20:18-19,
,,13,EXO,20:20-20,
,,14,EXO,20:21-21,
35,Idols and Altars,,,,
,,1,EXO,20:22-23,
,,2,EXO,20:24-26,
,,3,EXO,21:1-1,
36,Hebrew Servants,,,,
,,1,EXO,21:2-4,
,,2,EXO,21:5-6,
,,3,EXO,21:7-11,
37,Personal Injuries,,,,
,,1,EXO,21:12-14,
,,2,EXO,21:15-15,
,,3,EXO,21:16-16,
,,4,EXO,21:17-17,
,,5,EXO,21:18-19,
,,6,EXO,21:20-21,
,,7,EXO,21:22-25,
,,8,EXO,21:26-27,
,,9,EXO,21:28-32,
,,10,EXO,21:33-34,
,,11,EXO,21:35-36,
38,Protection of Property,,,,
,,1,EXO,22:1-1,
,,2,EXO,22:2-3,
,,4,EXO,22:4-4,
,,5,EXO,22:5-5,
,,6,EXO,22:6-6,
,,7,EXO,22:7-9,
,,8,EXO,22:10-13,
,,9,EXO,22:14-15,
39,Social Responsibility,,,,
,,1,EXO,22:16-17,
,,2,EXO,22:18-18,
,,3,EXO,22:19-19,
,,4,EXO,22:20-20,
,,5,EXO,22:21-21,
,,6,EXO,22:22-24,
,,7,EXO,22:25-27,
,,8,EXO,22:28-28,
,,9,EXO,22:29-29,
,,10,EXO,22:30-30,
,,11,EXO,22:31-31,
40,Laws of Justice and Mercy,,,,
,,1,EXO,23:1-1,
,,2,EXO,23:2-3,
,,3,EXO,23:4-5,
,,4,EXO,23:6-7,
,,5,EXO,23:8-8,
,,6,EXO,23:9-9,
41,Sabbath Laws,,,,
,,1,EXO,23:10-11,
,,2,EXO,23:12-12,
,,3,EXO,23:13-13,
42,The Three Annual Festivals,,,,
,,1,EXO,23:14-14,
,,2,EXO,23:15-15,
,,4,EXO,23:16-16,
,,6,EXO,23:17-17,
,,7,EXO,23:18-18,
,,9,EXO,23:19-19,
43,God's Angel to Prepare the Way,,,,
,,1,EXO,23:20-26,
,,2,EXO,23:27-30,
,,3,EXO,23:31-33,
44,The Covenant Confirmed,,,,
,,1,EXO,24:1-2,
,,2,EXO,24:3-4,
,,3,EXO,24:5-7,
,,4,EXO,24:8-8,
,,5,EXO,24:9-11,
,,6,EXO,24:12-12,
,,7,EXO,24:13-14,
,,8,EXO,24:15-18,
45,Offerings for the Tabernacle,,,,
,,1,EXO,25:1-7,
,,2,EXO,25:8-9,
46,The Ark,,,,
,,1,EXO,25:10-16,
,,2,EXO,25:17-22,
47,The Table,,,,
,,1,EXO,25:23-30,
48,The Lampstand,,,,
,,1,EXO,25:31-36,
,,2,EXO,25:37-40,
49,The Tabernacle,,,,
,,1,EXO,26:1-6,
,,2,EXO,26:7-14,
,,3,EXO,26:15-25,
,,4,EXO,26:26-29,
,,5,EXO,26:30-30,
,,6,EXO,26:31-35,
,,7,EXO,26:36-37,
50,The Altar of Burnt Offering,,,,
,,1,EXO,27:1-8,
51,The Courtyard,,,,
,,1,EXO,27:9-11,
,,2,EXO,27:12-15,
,,3,EXO,27:16-19,
52,Oil for the Lampstand,,,,
,,1,EXO,27:20-21,
53,The Priestly Garments,,,,
,,1,EXO,28:1-5,
54,The Ephod,,,,
,,1,EXO,28:6-8,
,,2,EXO,28:9-14,
55,The Breastpiece,,,,
,,1,EXO,28:15-21,
,,2,EXO,28:22-28,
,,3,EXO,28:29-30,
56,Other Priestly Garments,,,,
,,1,EXO,28:31-35,
,,2,EXO,28:36-38,
,,3,EXO,28:39-41,
,,4,EXO,28:42-43,
57,Consecration of the Priests,,,,
,,1,EXO,29:1-9,
,,2,EXO,29:10-14,
,,3,EXO,29:15-18,
,,4,EXO,29:19-21,
,,5,EXO,29:22-26,
,,6,EXO,29:27-28,
,,7,EXO,29:29-30,
,,8,EXO,29:31-34,
,,9,EXO,29:35-37,
,,10,EXO,29:38-41,
,,11,EXO,29:42-43,
,,12,EXO,29:44-46,
58,The Altar of Incense,,,,
,,1,EXO,30:1-6,
,,2,EXO,30:7-10,
59,Atonement Money,,,,
,,1,EXO,30:11-16,
60,Basin for Washing,,,,
,,1,EXO,30:17-21,
61,Anointing Oil,,,,
,,1,EXO,30:22-29,
,,2,EXO,30:30-33,
62,Incense,,,,
,,1,EXO,30:34-38,
63,Bezalel and Oholiab,,,,
,,1,EXO,31:1-11,
64,The Sabbath,,,,
,,1,EXO,31:12-13,
,,2,EXO,31:14-17,
,,3,EXO,31:18-18,
65,The Golden Calf,,,,
,,1,EXO,32:1-1,
,,2,EXO,32:2-4,
,,3,EXO,32:5-6,
,,4,EXO,32:7-8,
,,5,EXO,32:9-10,
,,6,EXO,32:11-14,
,,7,EXO,32:15-16,
,,8,EXO,32:17-17,
,,9,EXO,32:18-18,
,,10,EXO,32:19-20,
,,11,EXO,32:21-21,
,,12,EXO,32:22-24,
,,13,EXO,32:25-26,
,,14,EXO,32:27-29,
,,15,EXO,32:30-30,
,,16,EXO,32:31-32,
,,17,EXO,32:33-34,
,,18,EXO,32:35-35,
,,19,EXO,33:1-3,
,,20,EXO,33:4-6,
66,The Tent of Meeting,,,,
,,1,EXO,33:7-11,
67,Moses and the Glory of the Lord,,,,
,,1,EXO,33:12-13,
,,2,EXO,33:14-14,
,,3,EXO,33:15-16,
,,4,EXO,33:17-17,
,,5,EXO,33:18-18,
,,6,EXO,33:19-20,
,,7,EXO,33:21-23,
68,The New Stone Tablets,,,,
,,1,EXO,34:1-3,
,,2,EXO,34:4-7,
,,3,EXO,34:8-9,
,,4,EXO,34:10-14,
,,5,EXO,34:15-16,
,,6,EXO,34:17-17,
,,7,EXO,34:18-18,
,,8,EXO,34:19-20,
,,10,EXO,34:21-21,
,,11,EXO,34:22-24,
,,12,EXO,34:25-25,
,,13,EXO,34:26-26,
,,15,EXO,34:27-28,
69,The Radiant Face of Moses,,,,
,,1,EXO,34:29-32,
,,2,EXO,34:33-35,
70,Sabbath Regulations,,,,
,,1,EXO,35:1-3,
71,Materials for the Tabernacle,,,,
,,1,EXO,35:4-9,
,,2,EXO,35:10-19,
,,3,EXO,35:20-29,
72,Bezalel and Oholiab,,,,
,,1,EXO,35:30-35,
,,1,EXO,36:2-5,
,,2,EXO,36:6-7,
73,The Tabernacle,,,,
,,1,EXO,36:8-13,
,,2,EXO,36:14-19,
,,3,EXO,36:20-30,
,,4,EXO,36:31-34,
,,5,EXO,36:35-38,
74,The Ark,,,,
,,1,EXO,37:1-5,
,,2,EXO,37:6-9,
75,The Table,,,,
,,1,EXO,37:10-16,
76,The Lampstand,,,,
,,1,EXO,37:17-22,
,,2,EXO,37:23-24,
77,The Altar of Incense,,,,
,,1,EXO,37:25-28,
,,2,EXO,37:29-29,
78,The Altar of Burnt Offering,,,,
,,1,EXO,38:1-7,
79,Basin for Washing,,,,
,,1,EXO,38:8-8,
80,The Courtyard,,,,
,,1,EXO,38:9-11,
,,2,EXO,38:12-17,
,,3,EXO,38:18-20,
81,The Materials Used,,,,
,,1,EXO,38:21-24,
,,2,EXO,38:25-28,
,,3,EXO,38:29-31,
82,The Priestly Garments,,,,
,,1,EXO,39:1-1,
83,The Ephod,,,,
,,1,EXO,39:2-5,
,,2,EXO,39:6-7,
84,The Breastpiece,,,,
,,1,EXO,39:8-14,
,,2,EXO,39:15-21,
85,Other Priestly Garments,,,,
,,1,EXO,39:22-26,
,,2,EXO,39:27-29,
,,3,EXO,39:30-31,
86,Moses Inspects the Tabernacle,,,,
,,1,EXO,39:32-41,
,,2,EXO,39:42-43,
87,Setting Up the Tabernacle,,,,
,,1,EXO,40:1-5,
,,2,EXO,40:6-8,
,,3,EXO,40:9-11,
,,4,EXO,40:12-16,
,,5,EXO,40:17-19,
,,6,EXO,40:20-21,
,,7,EXO,40:22-23,
,,8,EXO,40:24-25,
,,9,EXO,40:26-28,
,,10,EXO,40:29-29,
,,11,EXO,40:30-32,
,,12,EXO,40:33-33,
88,The Glory of the Lord,,,,
,,1,EXO,40:34-35,
,,2,EXO,40:36-38,
