Set #,Title in NIV,Passage,Book,Breaks,Description
,,1,JOL,1:1-1,
1,An Invasion of Locusts,,,,
2,A Call to Repentance,,,,
3,An Army of Locusts,,,,
4,Rend Your Heart,,,,
5,The Lord's Answer,,,,
,,1,JOL,2:19-19,
6,The Day of the Lord,,,,
7,The Nations Judged,,,,
,,1,JOL,3:4-6,
,,2,JOL,3:7-8,
8,Blessings for God's People,,,,
