Set #,Title in NIV,Passage,Book,Breaks,Description
1,,,,,
,,1,2JN,1:1-1,
,,2,2JN,1:2-2,
,,3,2JN,1:3-3,
,,4,2JN,1:4-6,
,,5,2JN,1:7-11,
,,6,2JN,1:12-12,
,,7,2JN,1:13-13,
