Set #,Title in NIV,Passage,Book,Breaks,Description
,,4,GEN,24:10-11,
,,5,GEN,24:12-14,
,,6,GEN,24:15-16,
,,7,GEN,24:17-17,
,,8,GEN,24:18-18,
,,9,GEN,24:19-21,
,,10,GEN,24:22-23,
,,11,GEN,24:24-25,
,,12,GEN,24:26-27,
,,13,GEN,24:28-31,
,,14,GEN,24:32-33,
,,16,GEN,24:34-38,
,,17,GEN,24:39-39,
,,18,GEN,24:40-41,
,,19,GEN,24:42-44,
,,20,GEN,24:45-45,
,,21,GEN,24:46-46,
,,22,GEN,24:47-47,
,,24,GEN,24:48-49,
,,25,GEN,24:50-51,
,,26,GEN,24:52-54,
,,28,GEN,24:55-55,
,,29,GEN,24:56-56,
,,30,GEN,24:57-58,
,,32,GEN,24:59-60,
,,33,GEN,24:61-61,
,,34,GEN,24:62-65,
,,36,GEN,24:66-67,
34,The Death of Abraham,,,,
,,1,GEN,25:1-4,
,,2,GEN,25:5-6,
,,3,GEN,25:7-11,
35,Ishmael's Sons,,,,
,,1,GEN,25:12-12,
,,2,GEN,25:13-18,
36,Jacob and Esau,,,,
,,1,GEN,25:19-19,
,,2,GEN,25:20-20,
,,3,GEN,25:21-22,
,,4,GEN,25:23-23,
,,5,GEN,25:24-26,
,,6,GEN,25:27-28,
,,7,GEN,25:29-30,
,,8,GEN,25:31-31,
,,9,GEN,25:32-32,
,,10,GEN,25:33-33,
,,11,GEN,25:34-34,
37,Isaac and Abimelech,,,,
,,1,GEN,26:1-6,
,,2,GEN,26:7-7,
,,3,GEN,26:8-9,
,,5,GEN,26:10-10,
,,6,GEN,26:11-11,
,,7,GEN,26:12-15,
,,8,GEN,26:16-16,
,,9,GEN,26:17-18,
,,10,GEN,26:19-22,
,,11,GEN,26:23-24,
,,12,GEN,26:25-25,
,,13,GEN,26:26-27,
,,14,GEN,26:28-29,
,,15,GEN,26:30-31,
,,16,GEN,26:32-33,
,,17,GEN,26:34-35,
38,Jacob Gets Isaac's Blessing,,,,
,,1,GEN,27:1-1,
,,3,GEN,27:2-4,
,,4,GEN,27:5-10,
,,5,GEN,27:11-12,
,,6,GEN,27:13-13,
,,7,GEN,27:14-17,
,,8,GEN,27:18-18,
,,10,GEN,27:19-19,
,,11,GEN,27:20-20,
,,13,GEN,27:21-21,
,,14,GEN,27:22-24,
,,16,GEN,27:25-25,
,,17,GEN,27:26-26,
,,18,GEN,27:27-27,
,,19,GEN,27:30-31,
,,20,GEN,27:32-32,
,,22,GEN,27:33-33,
,,23,GEN,27:34-34,
,,24,GEN,27:35-35,
,,25,GEN,27:36-36,
,,26,GEN,27:37-37,
,,27,GEN,27:38-38,
,,28,GEN,27:39-39,
39,Jacob Flees to Laban,,,,
,,1,GEN,27:41-41,
,,2,GEN,27:42-45,
,,3,GEN,27:46-46,
,,4,GEN,28:1-5,
,,5,GEN,28:6-9,
40,Jacob's Dream at Bethel,,,,
,,1,GEN,28:10-15,
,,2,GEN,28:16-17,
,,3,GEN,28:18-19,
,,4,GEN,28:20-22,
41,Jacob Arrives in Paddan Aram,,,,
,,1,GEN,29:1-3,
,,2,GEN,29:4-4,
,,4,GEN,29:5-5,
,,6,GEN,29:6-6,
,,8,GEN,29:7-7,
,,9,GEN,29:8-8,
,,10,GEN,29:9-12,
,,11,GEN,29:13-14,
42,Jacob Marries Leah and Rachel,,,,
,,1,GEN,29:15-15,
,,2,GEN,29:16-18,
,,3,GEN,29:19-20,
,,4,GEN,29:21-21,
,,5,GEN,29:22-24,
,,6,GEN,29:25-25,
,,7,GEN,29:26-27,
,,8,GEN,29:28-30,
43,Jacob's Children,,,,
,,1,GEN,29:31-32,
,,2,GEN,29:33-33,
,,3,GEN,29:34-34,
,,4,GEN,29:35-35,
,,5,GEN,30:1-1,
,,6,GEN,30:2-2,
,,7,GEN,30:3-3,
,,8,GEN,30:4-6,
,,9,GEN,30:7-8,
,,10,GEN,30:9-11,
,,11,GEN,30:12-13,
,,12,GEN,30:14-14,
,,13,GEN,30:15-15,
,,15,GEN,30:16-16,
,,16,GEN,30:17-18,
,,17,GEN,30:19-20,
,,18,GEN,30:21-21,
,,19,GEN,30:22-24,
44,Jacob's Flocks Increase,,,,
,,1,GEN,30:25-26,
,,2,GEN,30:27-28,
,,3,GEN,30:29-30,
,,4,GEN,30:31-31,
,,5,GEN,30:32-33,
,,6,GEN,30:34-36,
,,7,GEN,30:37-43,
45,Jacob Flees From Laban,,,,
,,1,GEN,31:1-2,
,,2,GEN,31:3-3,
,,3,GEN,31:4-9,
,,4,GEN,31:10-13,
,,5,GEN,31:14-16,
,,6,GEN,31:17-18,
,,7,GEN,31:19-21,
46,Laban Pursues Jacob,,,,
,,1,GEN,31:22-24,
,,2,GEN,31:25-30,
,,3,GEN,31:31-32,
,,4,GEN,31:33-34,
,,5,GEN,31:35-35,
,,6,GEN,31:36-37,
,,7,GEN,31:38-42,
,,8,GEN,31:43-44,
,,9,GEN,31:45-47,
,,10,GEN,31:48-50,
,,11,GEN,31:51-53,
,,12,GEN,31:54-54,
,,13,GEN,31:55-55,
47,Jacob Prepares to Meet Esau,,,,
,,1,GEN,32:1-2,
,,2,GEN,32:3-5,
,,3,GEN,32:6-6,
,,4,GEN,32:7-8,
,,5,GEN,32:9-12,
,,6,GEN,32:13-16,
,,7,GEN,32:17-18,
,,8,GEN,32:19-21,
48,Jacob Wrestles With God,,,,
,,1,GEN,32:22-26,
,,3,GEN,32:27-27,
,,5,GEN,32:28-28,
,,6,GEN,32:29-29,
,,8,GEN,32:30-30,
,,9,GEN,32:31-32,
49,Jacob Meets Esau,,,,
,,1,GEN,33:1-3,
,,2,GEN,33:4-5,
,,4,GEN,33:6-7,
,,5,GEN,33:8-8,
,,7,GEN,33:9-9,
,,8,GEN,33:10-11,
,,9,GEN,33:12-12,
,,10,GEN,33:13-14,
,,11,GEN,33:15-15,
,,13,GEN,33:16-17,
,,14,GEN,33:18-20,
50,Dinah and the Shechemites,,,,
,,1,GEN,34:1-4,
,,2,GEN,34:5-5,
,,3,GEN,34:6-7,
,,4,GEN,34:8-10,
,,5,GEN,34:11-12,
,,6,GEN,34:13-17,
,,7,GEN,34:18-23,
,,8,GEN,34:24-24,
,,9,GEN,34:25-29,
,,10,GEN,34:30-30,
,,11,GEN,34:31-31,
51,Jacob Returns to Bethel,,,,
,,1,GEN,35:1-1,
,,2,GEN,35:2-5,
,,3,GEN,35:6-7,
,,4,GEN,35:8-8,
,,5,GEN,35:9-10,
,,6,GEN,35:11-13,
,,7,GEN,35:14-15,
52,The Deaths of Rachel and Isaac,,,,
,,1,GEN,35:16-18,
,,2,GEN,35:19-20,
,,3,GEN,35:21-22,
,,4,GEN,35:23-23,
,,7,GEN,35:24-24,
,,9,GEN,35:25-25,
,,11,GEN,35:26-26,
,,14,GEN,35:27-29,
53,Esau's Descendants,,,,
,,1,GEN,36:1-1,
,,2,GEN,36:2-3,
,,3,GEN,36:4-5,
,,4,GEN,36:6-8,
,,5,GEN,36:9-9,
,,6,GEN,36:10-10,
,,8,GEN,36:11-11,
,,10,GEN,36:12-12,
,,11,GEN,36:13-13,
,,13,GEN,36:14-14,
,,15,GEN,36:15-15,
,,17,GEN,36:16-16,
,,18,GEN,36:17-17,
,,20,GEN,36:18-18,
,,22,GEN,36:19-19,
,,23,GEN,36:20-20,
,,24,GEN,36:21-21,
,,25,GEN,36:22-22,
,,27,GEN,36:23-23,
,,29,GEN,36:24-24,
,,31,GEN,36:25-25,
,,33,GEN,36:26-26,
,,35,GEN,36:27-27,
,,37,GEN,36:28-28,
,,39,GEN,36:29-29,
,,40,GEN,36:30-30,
54,The Rulers of Edom,,,,
,,1,GEN,36:31-31,
,,2,GEN,36:32-32,
,,3,GEN,36:33-33,
,,4,GEN,36:34-34,
,,5,GEN,36:35-35,
,,6,GEN,36:36-36,
,,7,GEN,36:37-37,
,,8,GEN,36:38-38,
,,9,GEN,36:39-39,
,,10,GEN,36:40-40,
,,11,GEN,36:41-43,
55,Joseph's Dreams,,,,
,,1,GEN,37:1-1,
,,2,GEN,37:2-2,
,,4,GEN,37:3-4,
,,5,GEN,37:5-7,
,,6,GEN,37:8-8,
,,7,GEN,37:9-9,
,,8,GEN,37:10-11,
56,Joseph Sold by His Brothers,,,,
,,1,GEN,37:12-13,
,,3,GEN,37:14-14,
,,4,GEN,37:15-15,
,,5,GEN,37:16-16,
,,6,GEN,37:17-17,
,,7,GEN,37:18-18,
,,8,GEN,37:19-20,
,,9,GEN,37:21-22,
,,10,GEN,37:23-24,
,,11,GEN,37:25-25,
,,12,GEN,37:26-27,
,,13,GEN,37:28-28,
,,14,GEN,37:29-30,
,,15,GEN,37:31-32,
,,16,GEN,37:33-33,
,,17,GEN,37:34-35,
,,18,GEN,37:36-36,
57,Judah and Tamar,,,,
,,1,GEN,38:1-5,
,,2,GEN,38:6-7,
,,3,GEN,38:8-10,
,,4,GEN,38:11-11,
,,5,GEN,38:12-12,
,,6,GEN,38:13-14,
,,7,GEN,38:15-16,
,,9,GEN,38:17-17,
,,11,GEN,38:18-18,
,,12,GEN,38:19-19,
,,13,GEN,38:20-21,
,,15,GEN,38:22-22,
,,16,GEN,38:23-23,
,,17,GEN,38:24-24,
,,19,GEN,38:25-25,
,,20,GEN,38:26-26,
,,21,GEN,38:27-30,
58,Joseph and Potiphar's Wife,,,,
,,1,GEN,39:1-1,
,,2,GEN,39:2-6,
,,3,GEN,39:7-7,
,,4,GEN,39:8-10,
,,5,GEN,39:11-12,
,,6,GEN,39:13-15,
,,7,GEN,39:16-18,
,,8,GEN,39:19-20,
,,9,GEN,39:21-23,
59,The Cupbearer and the Baker,,,,
,,1,GEN,40:1-4,
,,2,GEN,40:5-5,
,,3,GEN,40:6-7,
,,4,GEN,40:8-8,
,,6,GEN,40:9-11,
,,7,GEN,40:12-15,
,,8,GEN,40:16-17,
,,9,GEN,40:18-19,
,,10,GEN,40:20-22,
,,11,GEN,40:23-23,
60,Pharaoh's Dreams,,,,
,,1,GEN,41:1-4,
,,2,GEN,41:5-7,
,,3,GEN,41:8-8,
,,4,GEN,41:9-13,
,,5,GEN,41:14-14,
,,6,GEN,41:15-15,
,,7,GEN,41:16-16,
,,8,GEN,41:17-21,
,,9,GEN,41:22-24,
,,10,GEN,41:25-27,
,,11,GEN,41:28-32,
,,12,GEN,41:33-36,
,,13,GEN,41:37-38,
,,14,GEN,41:39-40,
61,Joseph in Charge of Egypt,,,,
,,1,GEN,41:41-43,
,,2,GEN,41:44-45,
,,3,GEN,41:46-49,
,,4,GEN,41:50-52,
,,5,GEN,41:53-55,
,,6,GEN,41:56-57,
62,Joseph's Brothers Go to Egypt,,,,
,,1,GEN,42:1-2,
,,2,GEN,42:3-5,
,,3,GEN,42:6-7,
,,5,GEN,42:8-9,
,,6,GEN,42:10-11,
,,7,GEN,42:12-12,
,,8,GEN,42:13-13,
,,9,GEN,42:14-17,
,,10,GEN,42:18-20,
,,11,GEN,42:21-21,
,,12,GEN,42:22-23,
,,13,GEN,42:24-24,
,,14,GEN,42:25-26,
,,15,GEN,42:27-28,
,,17,GEN,42:29-32,
,,18,GEN,42:33-34,
,,19,GEN,42:35-36,
,,20,GEN,42:37-37,
,,21,GEN,42:38-38,
63,The Second Journey to Egypt,,,,
,,1,GEN,43:1-2,
,,2,GEN,43:3-5,
,,3,GEN,43:6-6,
,,4,GEN,43:7-7,
,,5,GEN,43:8-10,
,,6,GEN,43:11-14,
,,7,GEN,43:15-16,
,,8,GEN,43:17-18,
,,9,GEN,43:19-22,
,,10,GEN,43:23-23,
,,11,GEN,43:24-25,
,,12,GEN,43:26-27,
,,13,GEN,43:28-28,
,,14,GEN,43:29-30,
,,15,GEN,43:31-31,
,,16,GEN,43:32-34,
64,A Silver Cup in a Sack,,,,
,,1,GEN,44:1-2,
,,2,GEN,44:3-5,
,,3,GEN,44:6-9,
,,4,GEN,44:10-10,
,,5,GEN,44:11-13,
,,6,GEN,44:14-15,
,,7,GEN,44:16-16,
,,8,GEN,44:17-17,
,,9,GEN,44:18-20,
,,10,GEN,44:21-24,
,,11,GEN,44:25-26,
,,12,GEN,44:27-29,
,,13,GEN,44:30-32,
,,14,GEN,44:33-34,
65,Joseph Makes Himself Known,,,,
,,1,GEN,45:1-2,
,,2,GEN,45:3-3,
,,3,GEN,45:4-7,
,,4,GEN,45:8-11,
,,5,GEN,45:12-13,
,,6,GEN,45:14-15,
,,7,GEN,45:16-18,
,,8,GEN,45:19-20,
,,9,GEN,45:21-24,
,,10,GEN,45:25-28,
66,Jacob Goes to Egypt,,,,
,,1,GEN,46:1-1,
,,2,GEN,46:2-2,
,,4,GEN,46:3-4,
,,5,GEN,46:5-7,
,,6,GEN,46:8-8,
,,8,GEN,46:9-9,
,,10,GEN,46:10-10,
,,12,GEN,46:11-11,
,,14,GEN,46:12-12,
,,18,GEN,46:13-13,
,,20,GEN,46:14-14,
,,22,GEN,46:15-15,
,,23,GEN,46:16-16,
,,25,GEN,46:17-17,
,,30,GEN,46:18-18,
,,31,GEN,46:19-19,
,,32,GEN,46:20-20,
,,33,GEN,46:21-21,
,,35,GEN,46:22-22,
,,36,GEN,46:23-23,
,,38,GEN,46:24-24,
,,40,GEN,46:25-25,
,,41,GEN,46:26-27,
,,42,GEN,46:28-29,
,,43,GEN,46:30-30,
,,44,GEN,46:31-34,
,,45,GEN,47:1-2,
,,46,GEN,47:3-3,
,,47,GEN,47:4-4,
,,48,GEN,47:5-6,
,,49,GEN,47:7-8,
,,50,GEN,47:9-10,
,,51,GEN,47:11-12,
67,Joseph and the Famine,,,,
,,1,GEN,47:13-15,
,,2,GEN,47:16-17,
,,3,GEN,47:18-19,
,,4,GEN,47:20-22,
,,5,GEN,47:23-24,
,,6,GEN,47:25-25,
,,7,GEN,47:26-26,
,,8,GEN,47:27-27,
,,9,GEN,47:28-30,
,,11,GEN,47:31-31,
68,Manasseh and Ephraim,,,,
,,1,GEN,48:1-2,
,,2,GEN,48:3-4,
,,3,GEN,48:5-7,
,,4,GEN,48:8-8,
,,5,GEN,48:9-9,
,,7,GEN,48:10-10,
,,8,GEN,48:11-11,
,,9,GEN,48:12-14,
,,10,GEN,48:15-15,
,,11,GEN,48:17-18,
,,12,GEN,48:19-20,
,,13,GEN,48:21-22,
69,Jacob Blesses His Sons,,,,
,,1,GEN,49:1-1,
,,2,GEN,49:28-28,
70,The Death of Jacob,,,,
,,1,GEN,49:29-32,
,,2,GEN,49:33-33,
,,3,GEN,50:1-3,
,,4,GEN,50:4-5,
,,5,GEN,50:6-6,
,,6,GEN,50:7-9,
,,7,GEN,50:10-11,
,,8,GEN,50:12-14,
71,Joseph Reassures His Brothers,,,,
,,1,GEN,50:15-17,
,,2,GEN,50:18-18,
,,3,GEN,50:19-21,
72,The Death of Joseph,,,,
,,1,GEN,50:22-23,
,,2,GEN,50:24-25,
,,3,GEN,50:26-26,
