Set #,Title in NIV,Passage,Book,Breaks,Description
,,1,HAB,1:1-1,
1,Habakkuk's Complaint,,,,
2,The Lord's Answer,,,,
3,Habakkuk's Second Complaint,,,,
4,The Lord's Answer,,,,
,,1,HAB,2:2-2,
,,2,HAB,2:6-6,
5,Habakkuk's Prayer,,,,
,,1,HAB,3:1-1,
